timeOpen;timeClose;timeHigh;timeLow;name;open;high;low;close;volume;marketCap;timestamp
"2025-01-12T00:00:00.000Z";"2025-01-12T23:59:59.999Z";"2025-01-12T01:07:00.000Z";"2025-01-12T22:28:00.000Z";"2781";0.6375658958;0.6427759751;0.5763558023;0.5894267564;125158790.91;304076180.87;"2025-01-12T23:59:59.999Z"
"2025-01-11T00:00:00.000Z";"2025-01-11T23:59:59.999Z";"2025-01-11T15:11:00.000Z";"2025-01-11T06:56:00.000Z";"2781";0.6655751992;0.6832414095;0.6172988566;0.6375658958;223653464.99;327849052.47;"2025-01-11T23:59:59.999Z"
"2025-01-10T00:00:00.000Z";"2025-01-10T23:59:59.999Z";"2025-01-10T02:10:00.000Z";"2025-01-10T16:34:00.000Z";"2781";0.6944788189;0.7130162787;0.559059336;0.6655751992;323666847.66;341098064.13;"2025-01-10T23:59:59.999Z"
"2025-01-09T00:00:00.000Z";"2025-01-09T23:59:59.999Z";"2025-01-09T01:43:00.000Z";"2025-01-09T14:11:00.000Z";"2781";0.7012342272;0.7327427057;0.6412334572;0.6944843069;146295680.64;353973142.61;"2025-01-09T23:59:59.999Z"
"2025-01-08T00:00:00.000Z";"2025-01-08T23:59:59.999Z";"2025-01-08T00:58:00.000Z";"2025-01-08T17:38:00.000Z";"2781";0.7757301984;0.8042053513;0.6736214376;0.7012342272;184823680.46;356194426.79;"2025-01-08T23:59:59.999Z"
"2025-01-07T00:00:00.000Z";"2025-01-07T23:59:59.999Z";"2025-01-07T08:50:00.000Z";"2025-01-07T23:59:00.000Z";"2781";0.9523788207;0.9548914415;0.7757301984;0.7757301984;227331285.24;392587033.03;"2025-01-07T23:59:59.999Z"
"2025-01-06T00:00:00.000Z";"2025-01-06T23:59:59.999Z";"2025-01-06T03:58:00.000Z";"2025-01-06T23:07:00.000Z";"2781";0.9925296662;1.0257274227;0.943090295;0.9523816496;164538933.73;479897878.17;"2025-01-06T23:59:59.999Z"
"2025-01-05T00:00:00.000Z";"2025-01-05T23:59:59.999Z";"2025-01-05T20:22:00.000Z";"2025-01-05T01:42:00.000Z";"2781";0.9510465541;1.0341078738;0.9411540345;0.9925296662;192870204.49;497975836.52;"2025-01-05T23:59:59.999Z"
"2025-01-04T00:00:00.000Z";"2025-01-04T23:59:59.999Z";"2025-01-04T00:32:00.000Z";"2025-01-04T16:37:00.000Z";"2781";1.0167776996;1.0440518302;0.9428526184;0.9510465541;166415750.68;475514875.41;"2025-01-04T23:59:59.999Z"
"2025-01-03T00:00:00.000Z";"2025-01-03T23:59:59.999Z";"2025-01-03T19:41:00.000Z";"2025-01-03T10:10:00.000Z";"2781";0.996126057;1.0592457864;0.9124824328;1.0167776996;282774964.4;506439477.7;"2025-01-03T23:59:59.999Z"
"2025-01-02T00:00:00.000Z";"2025-01-02T23:59:59.999Z";"2025-01-02T10:55:00.000Z";"2025-01-02T00:01:00.000Z";"2781";0.9382625431;1.0632789742;0.9357637869;0.996126057;272391183.42;492194709.23;"2025-01-02T23:59:59.999Z"
"2025-01-01T00:00:00.000Z";"2025-01-01T23:59:59.999Z";"2025-01-01T13:04:00.000Z";"2025-01-01T09:41:00.000Z";"2781";0.8995847675;0.9668984131;0.8932710479;0.9382610826;207421909.75;461274465.29;"2025-01-01T23:59:59.999Z"
"2024-12-31T00:00:00.000Z";"2024-12-31T23:59:59.999Z";"2024-12-31T00:16:00.000Z";"2024-12-31T09:58:00.000Z";"2781";1.0107301672;1.018060285;0.8695552499;0.8995847675;282254616.63;441018920.99;"2024-12-31T23:59:59.999Z"
"2024-12-30T00:00:00.000Z";"2024-12-30T23:59:59.999Z";"2024-12-30T01:13:00.000Z";"2024-12-30T15:19:00.000Z";"2781";1.045610536;1.1035019661;0.9749033138;1.0107301672;242242364.59;493194521.81;"2024-12-30T23:59:59.999Z"
"2024-12-29T00:00:00.000Z";"2024-12-29T23:59:59.999Z";"2024-12-29T07:22:00.000Z";"2024-12-29T20:39:00.000Z";"2781";1.0751136208;1.1318691739;1.0242945518;1.045610536;217407984.42;508045260.94;"2024-12-29T23:59:59.999Z"
"2024-12-28T00:00:00.000Z";"2024-12-28T23:59:59.999Z";"2024-12-28T05:19:00.000Z";"2024-12-28T13:01:00.000Z";"2781";1.1461773144;1.2054102833;1.0367066562;1.0751136208;339347905.04;520213202.3;"2024-12-28T23:59:59.999Z"
"2024-12-27T00:00:00.000Z";"2024-12-27T23:59:59.999Z";"2024-12-27T01:46:00.000Z";"2024-12-27T07:59:00.000Z";"2781";1.2657657258;1.2908056857;1.1182460143;1.1461773144;410807669.47;552440000.81;"2024-12-27T23:59:59.999Z"
"2024-12-26T00:00:00.000Z";"2024-12-26T23:59:59.999Z";"2024-12-26T00:07:00.000Z";"2024-12-26T21:16:00.000Z";"2781";1.403038701;1.4279402289;1.2538625942;1.2657768209;331331647.98;607219900.42;"2024-12-26T23:59:59.999Z"
"2024-12-25T00:00:00.000Z";"2024-12-25T23:59:59.999Z";"2024-12-25T11:53:00.000Z";"2024-12-25T02:38:00.000Z";"2781";1.303538623;1.4389533316;1.2295509009;1.403038701;591231381.5;669587845.66;"2024-12-25T23:59:59.999Z"
"2024-12-24T00:00:00.000Z";"2024-12-24T23:59:59.999Z";"2024-12-24T00:37:00.000Z";"2024-12-24T21:01:00.000Z";"2781";1.2834148131;1.4305422583;1.2502513304;1.303538623;763115664.61;619325563.93;"2024-12-24T23:59:59.999Z"
"2024-12-23T00:00:00.000Z";"2024-12-23T23:59:59.999Z";"2024-12-23T22:19:00.000Z";"2024-12-23T07:25:00.000Z";"2781";1.0977195024;1.3240371303;0.9991696155;1.2834148131;749626283.09;607394594.72;"2024-12-23T23:59:59.999Z"
"2024-12-22T00:00:00.000Z";"2024-12-22T23:59:59.999Z";"2024-12-22T10:40:00.000Z";"2024-12-22T04:40:00.000Z";"2781";1.0684025414;1.2084223789;0.9845723544;1.0977195024;673771782.03;515802715.55;"2024-12-22T23:59:59.999Z"
"2024-12-21T00:00:00.000Z";"2024-12-21T23:59:59.999Z";"2024-12-21T00:40:00.000Z";"2024-12-21T23:09:00.000Z";"2781";1.3663599341;1.4376784192;0.967996886;1.0684025414;850382735.94;499423068.44;"2024-12-21T23:59:59.999Z"
"2024-12-20T00:00:00.000Z";"2024-12-20T23:59:59.999Z";"2024-12-20T06:22:00.000Z";"2024-12-20T10:16:00.000Z";"2781";1.4360359297;1.6356173832;1.1059308643;1.3663599341;1917639806.56;634977524.99;"2024-12-20T23:59:59.999Z"
"2024-12-19T00:00:00.000Z";"2024-12-19T23:59:59.999Z";"2024-12-19T22:28:00.000Z";"2024-12-19T00:00:00.000Z";"2781";0.9250215666;1.4630823582;0.9249117851;1.4360359297;1483778565.66;643403616.25;"2024-12-19T23:59:59.999Z"
"2024-12-18T00:00:00.000Z";"2024-12-18T23:59:59.999Z";"2024-12-18T17:23:00.000Z";"2024-12-18T11:03:00.000Z";"2781";0.8397077766;1.1678242409;0.678055138;0.9250215666;1460898271.94;406537553.2;"2024-12-18T23:59:59.999Z"
"2024-12-17T00:00:00.000Z";"2024-12-17T23:59:59.999Z";"2024-12-17T08:58:00.000Z";"2024-12-17T03:59:00.000Z";"2781";0.8490251837;0.8648398921;0.7750228448;0.8397122487;109674498.01;283737404.11;"2024-12-17T23:59:59.999Z"
"2024-12-16T00:00:00.000Z";"2024-12-16T23:59:59.999Z";"2024-12-16T21:11:00.000Z";"2024-12-16T01:15:00.000Z";"2781";0.7176117373;0.8977026797;0.7000146968;0.8490251837;86627744.02;286885757.59;"2024-12-16T23:59:59.999Z"
